operator,post_id,message,created_time,comments,likes,love,haha,sad,angry
gp,1488759917868390_1488957677848614,*121*6*1# এই নাম্বারে ডায়াল করলে সব প্রকার ভ্যাস সার্ভিস বন্ধ হবে   এবং টাকাও কাটবেনা।,2017-10-28T16:52:44+0000,0,1,0,0,0,0
gp,1488759917868390_1489303434480705,Dear... Gp user Dial *121# reply 6 sent all vas sms stop ok,2017-10-29T01:30:11+0000,0,1,0,0,0,0
gp,1488759917868390_1488915681186147,কবে আসবে  ,2017-10-28T15:59:31+0000,1,0,0,0,0,0
gp,1488759917868390_1489303631147352,December,2017-10-29T01:30:36+0000,0,0,0,0,0,0
gp,1488759917868390_1488954794515569,3G ঠিকভাবে কভার দিতে পারছেনা আবার 4G চোদাই।,2017-10-28T16:48:59+0000,1,3,0,3,0,1
gp,1488759917868390_1489988264412222,"4G   Network   ঠিক ""Bolechen""",2017-10-29T18:24:30+0000,0,0,0,0,0,0
gp,1488759917868390_1488997687844613,kokhon theke 4g sim paowa jabe?.. offer ki thakbe?,2017-10-28T17:45:39+0000,0,0,0,0,0,0
gp,1488759917868390_1489319374479111,replace sim ar price koto,2017-10-29T01:56:26+0000,0,0,0,0,0,0
gp,1488759917868390_1489442691133446,4G ki amra potom take pabo,2017-10-29T05:19:42+0000,0,0,0,1,0,0
gp,1488759917868390_1489594767784905,সারা বাংলাদেশের অনেক এলাকা যেখানে  এখনও 2G ঠিকমত চলেনা  সেখানে 4G দিয়ে কি হবে………………,2017-10-29T09:18:50+0000,0,1,0,1,0,0
gp,1488759917868390_1489857714425277,৪০মিনিট  চেক করব কিভাবে?,2017-10-29T15:50:17+0000,0,0,0,0,0,0
gp,1488759917868390_1490337887710593,কত টাকা লাগবে,2017-10-30T03:26:12+0000,0,0,0,0,0,0
gp,1488759917868390_1499575963453452,4G চেক করব কিভাবে ?,2017-11-09T12:58:09+0000,0,0,0,0,0,0
gp,1488759917868390_1511567375587644,*121*3232#,2017-11-21T14:24:15+0000,0,0,0,0,0,0
gp,121148644629531_1473354522742263,▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট https://goo.gl/g1mXU8 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায় https://goo.gl/VX8KNU ▶ গ্রামীণফোন ১জিবি ইন্টারনেট ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায় http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5,2017-10-11T13:35:07+0000,4,70,0,0,0,0
gp,1473354522742263_1474417555969293,1 gb night ?,2017-10-12T17:14:20+0000,0,0,0,0,0,0
gp,1473354522742263_1476738482403867,55 takay 2 gb (12am-12pm) offer ta ki akhono ace?,2017-10-15T04:34:21+0000,0,0,0,0,0,0
gp,1473354522742263_1483456415065407,1gb night pack koto taka ar ki vabe nibo,2017-10-22T18:11:07+0000,0,0,0,0,0,0
gp,121148644629531_1472469436164105,"গ্রামীনফোন ইন্টারনেট সম্পর্কিত চলমান অফারসমূহ ( Tap / Click on ""Continue Reading"" or ""See More"" )  ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট ।https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU  ▶ এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৫ টাকায় 500MB ! এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ১৭ জুন ২০১৭ থেকে  GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶  গ্রামীণফোন কয়েকটি ইন্টারনেট প্যাকে ডাটা বাড়ানো হয়েছে https://goo.gl/tN5yEd ▶ গ্রামীণফোন ১.৫ জিবি ২২৯ টাকায় মেয়াদ ২৮দিন https://goo.gl/UqMchU ▶ গ্রামীণফোন অ্যাকশন প্যাক ১জিবি ১৯৯টাকা ও ২জিবি ২৯৯টাকা (ইন্টারনেট ফেসবুক ভিডিও ও জিপি মিউজিক ডাটা) https://goo.gl/UnJ7JM ▶ গ্রামীণফোন ৫০০এমবি ২৮দিন মেয়াদ ১৪৯টাকা  https://goo.gl/u2afx6 ▶ গ্রামীণফোন 1GB Video Pack ৪৯ টাকায় https://goo.gl/sooJZ0 ▶  গ্রামীণফোন 3G ইন্টারনেট প্যাকেজ http://goo.gl/wVvyeL ▶  গ্রামীণফোন 2G ইন্টারনেট প্যাকেজ http://goo.gl/tJ6LAt ▶ গ্রামীণফোন সোশ্যাল প্যাক http://goo.gl/Xz3s3s ▶ Grameenphone এখন EasyNet এর ফ্রি Internet browsing! https://goo.gl/hLpURZ  ▶ গ্রামীণফোনে WhatsApp ম্যাসেজিং করুন ২.৪৪ টাকায় https://goo.gl/jvjbwp ▶ গ্রামীনফোন নতুন সিমে ৩জিবি ফ্রি ইন্টারনেট https://goo.gl/WpehBn ▶  গ্রামীণফোনে ২টাকায় ২০এমবি ভাইবার মেসেজিং http://goo.gl/HEIY65 ▶  গ্রামীণফোন ৩২MB ইন্টারনেট Scratch Card ৯টাকা https://goo.gl/mcaozg ▶ গ্রামীণফোন ১০০এমবি  ইন্টারনেট স্ক্র্যাচ কার্ড  ১৯টাকা https://goo.gl/6vYoZX  ▶গ্রামীণফোন ৩৫এমবি ইন্টারনেট স্ক্র্যাচ কার্ড ১০টাকা https://goo.gl/3iGAfw ▶  গ্রামীণফোন ইমার্জেন্সি  ব্যালান্স https://goo.gl/U1WVwf ▶   গ্রামীণফোন ইমার্জেন্সি ইন্টারনেট ব্যালান্স ১০ এমবি ইন্টারনেট http://goo.gl/N4Iso4 ▶  গ্রামীণফোন নতুন ৩ টি ভিডিও প্যাক youtube bongobd popcornlive http://goo.gl/geQ1B1  ▶  Grameenphone Smart-Mega Plan এ ৩০ দিনের জন্য ৩ জিবি ইন্টারনেট  ৬০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৬০০ টি SMS (জিপি-জিপি) এবং ৬০০ টি MMS. http://goo.gl/BnlqTB  ▶  Grameenphone Smart-Midi Plan এ ৩০ দিনের জন্য ১.৫ জিবি ইন্টারনেট  ৪০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৪০০ টি SMS (জিপি-জিপি) এবং ৪০০ টি MMS http://goo.gl/alfFi2",2017-10-10T13:20:27+0000,4,114,1,0,0,0
gp,1472469436164105_1472472952830420,আগের অফার বাদ দিয়ে নতুন অফার দেন ।,2017-10-10T13:24:03+0000,0,0,0,0,0,0
gp,1472469436164105_1472505699493812,😁😂এই গুলা নাকি অফার,2017-10-10T14:07:26+0000,0,0,0,1,0,0
gp,1472469436164105_1472573336153715,আপনারা  আমার নাম্বারটি বিক্রি করে দিয়েছেন অন্য আরেক জনের কাছে ! 01706970175 নাম্বারটি।,2017-10-10T15:38:44+0000,0,0,0,0,0,0
gp,1472469436164105_1472716562806059,গ্রামীণফোন  সেন্টার  থেকে একটি micromex Q 354 কিনছিলাম ৪.০০০/টাকা দিয়ে  একটা বাজে ফোন ডিসপ্লে  টা ভাল না  ভিডিও কলে কথা বলার সময় ছবি নেগেটিভ   দেখা যায়। অনেক বিশ্বস করে কিনলাম মনে করলাম গ্রামীণফোন  ভাল হবে কিন্তু না  দয়া করে কেউ কিনবেন না  কিন লে পরে ঠেলা খাইবেন আমার মত।,2017-10-10T18:46:30+0000,0,0,0,0,0,0
gp,121148644629531_1469651686445880,শীঘ্রই বাংলাদেশে আসছে বহুল প্রতীক্ষিত দ্রুতগতি সম্পন্ন 4G ইন্টারনেট! সকল গ্রামীণফোন গ্রাহক তাদের নম্বর পরিবর্তন ছাড়াই যেকোনো গ্রামীণফোন সেন্টার থেকে 4G সিম নিতে পারবেন https://goo.gl/wesaJj,2017-10-07T11:44:03+0000,6,36,1,0,0,0
gp,1469651686445880_1469789206432128,Koto bin lagda,2017-10-07T14:48:32+0000,0,0,0,0,0,0
gp,1469651686445880_1471183236292725,@ গ্রামীণফোনের নেটওয়ার্ক নাকি বাংলাদেশের সবচেয়ে শক্তিশালী নেটওয়ার্ক। তবে আমার গ্রামই মনে হয় এই সুবিধা হতে বঞ্চিত। বরিশালের  বানারীপাড়া থানার সৈয়দকাঠী ইউনিয়নের মালিকান্দা ব্রাম্মনবাড়ী ও তেতলা এই তিনটি গ্রামের বেহাল অবস্থা 3g  নেটওয়ার্ক তো দুরের কথা ঘরে বসে 2g network ও পাওয়া যায় না।কথা বলতে হলেও ঘর থেকে বেরিয়ে কথা বলতে হয়। আমি গ্রামীনফোন অপারেটর কে অনুরোধ করব এই তিন গ্রামের অসুবিধা দূর করার জন্য অবশ্যই শক্তিশালী 4g network সম্বলিত একটি  টাওয়ার স্থাপন করে গ্রামের উন্নয়নে ভুমিকা রাখুন।,2017-10-09T02:30:56+0000,0,0,0,0,0,0
gp,1469651686445880_1471184536292595,@ গ্রামীণফোনের নেটওয়ার্ক নাকি বাংলাদেশের সবচেয়ে শক্তিশালী নেটওয়ার্ক। তবে আমার গ্রামই মনে হয় এই সুবিধা হতে বঞ্চিত। বরিশালের  বানারীপাড়া থানার সৈয়দকাঠী ইউনিয়নের মালিকান্দা ব্রাম্মনবাড়ী ও তেতলা এই তিনটি গ্রামের বেহাল অবস্থা 3g  নেটওয়ার্ক তো দুরের কথা ঘরে বসে 2g network ও পাওয়া যায় না।কথা বলতে হলেও ঘর থেকে বেরিয়ে কথা বলতে হয়। আমি গ্রামীনফোন অপারেটর কে অনুরোধ করব এই তিন গ্রামের অসুবিধা দূর করার জন্য অবশ্যই শক্তিশালী 4g network সম্বলিত একটি  টাওয়ার স্থাপন করে গ্রামের উন্নয়নে ভুমিকা রাখুন।,2017-10-09T02:33:49+0000,0,0,0,0,0,0
gp,121148644629531_1469651476445901,▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট https://goo.gl/g1mXU8 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU  ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5,2017-10-07T11:43:46+0000,5,44,1,0,0,1
gp,1469651476445901_1469668173110898,Unlimited fb pack ace?,2017-10-07T12:08:21+0000,0,0,0,0,0,0
gp,1469651476445901_1470583336352715,31 takai 250 mb Er time ki all time?,2017-10-08T11:37:32+0000,0,0,0,0,0,0
gp,1469651476445901_1470584653019250,31 takai 250 mb Er time ki all time?meyad koy din,2017-10-08T11:40:15+0000,0,0,0,0,0,0
gp,1469651476445901_1470941516316897,জ্ঞান পাপী ☺☺,2017-10-08T19:43:39+0000,0,0,0,0,0,0
gp,1469651476445901_1471183909625991,@ গ্রামীণফোনের নেটওয়ার্ক নাকি বাংলাদেশের সবচেয়ে শক্তিশালী নেটওয়ার্ক। তবে আমার গ্রামই মনে হয় এই সুবিধা হতে বঞ্চিত। বরিশালের  বানারীপাড়া থানার সৈয়দকাঠী ইউনিয়নের মালিকান্দা ব্রাম্মনবাড়ী ও তেতলা এই তিনটি গ্রামের বেহাল অবস্থা 3g  নেটওয়ার্ক তো দুরের কথা ঘরে বসে 2g network ও পাওয়া যায় না।কথা বলতে হলেও ঘর থেকে বেরিয়ে কথা বলতে হয়। আমি গ্রামীনফোন অপারেটর কে অনুরোধ করব এই তিন গ্রামের অসুবিধা দূর করার জন্য অবশ্যই শক্তিশালী 4g network সম্বলিত একটি  টাওয়ার স্থাপন করে গ্রামের উন্নয়নে ভুমিকা রাখুন।,2017-10-09T02:32:14+0000,0,0,0,0,0,0
gp,121148644629531_1466207956790253,▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট https://goo.gl/g1mXU8 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU  ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5,2017-10-03T12:33:04+0000,5,120,1,0,0,0
gp,1466207956790253_1466901900054192,Amar id te koita sim ass check korbo kivabe,2017-10-04T08:22:19+0000,0,1,0,0,0,0
gp,1466207956790253_1467680316643017,Balance Transfers korbo kivabe,2017-10-05T05:07:26+0000,0,0,0,0,0,0
gp,1466207956790253_1468076886603360,আজকে একটা মেসেজ পাইলাম লিখা আছে *৫০২০*২১০২# এই বাবে ১ জিবি মেয়াদ ৩০ দিন কিন্তু মেসেজটা সেন্ট করলে রং বাতায় কারন টা কি একটু জানাবেন ।,2017-10-05T15:54:58+0000,0,0,0,0,0,0
gp,1466207956790253_1468839986527050,17 taka ta 150 MB offer ta ke shobar zonno,2017-10-06T13:39:50+0000,0,0,0,0,0,0
gp,1466207956790253_1483474188396963,2gb night pack koto taka ar ki vabe nibo,2017-10-22T18:37:53+0000,0,0,0,0,0,0
gp,121148644629531_1462712670473115,গ্রামীণফোন 4G সিম https://goo.gl/wesaJj,2017-09-29T09:55:39+0000,5,66,0,0,0,0
gp,1462712670473115_1462714257139623,do i need to bring any documents with me ?,2017-09-29T09:58:40+0000,0,0,0,0,0,0
gp,1462712670473115_1462715507139498,Cost koto?,2017-09-29T10:01:09+0000,0,0,0,0,0,0
gp,1462712670473115_1462991000445282,It's really funny to see you have 4G sim still some of our city doesn't have 3G network,2017-09-29T17:16:52+0000,0,0,0,0,0,0
gp,1462712670473115_1463914417019607,আমি স্টার গ্রাহক আমার কি সিম রিপ্লেস করতে টাকা লাগব? আর সাথে কি কি লাগবে?,2017-09-30T19:54:36+0000,0,0,0,0,0,0
gp,1462712670473115_1470942562983459,4g এক্টিভ হইল হবে! আগেই যে কিনব! 😒😒😒😒😒,2017-10-08T19:44:53+0000,0,0,0,0,0,0
gp,121148644629531_1462711887139860,"গ্রামীনফোন ইন্টারনেট সম্পর্কিত চলমান অফারসমূহ ( Tap / Click on ""Continue Reading"" or ""See More"" )  ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট ।https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU  ▶ এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৫ টাকায় 500MB ! এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ১৭ জুন ২০১৭ থেকে  GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶  গ্রামীণফোন কয়েকটি ইন্টারনেট প্যাকে ডাটা বাড়ানো হয়েছে https://goo.gl/tN5yEd ▶ গ্রামীণফোন ১.৫ জিবি ২২৯ টাকায় মেয়াদ ২৮দিন https://goo.gl/UqMchU ▶ গ্রামীণফোন অ্যাকশন প্যাক ১জিবি ১৯৯টাকা ও ২জিবি ২৯৯টাকা (ইন্টারনেট ফেসবুক ভিডিও ও জিপি মিউজিক ডাটা) https://goo.gl/UnJ7JM ▶ গ্রামীণফোন ৫০০এমবি ২৮দিন মেয়াদ ১৪৯টাকা  https://goo.gl/u2afx6 ▶ গ্রামীণফোন 1GB Video Pack ৪৯ টাকায় https://goo.gl/sooJZ0 ▶  গ্রামীণফোন 3G ইন্টারনেট প্যাকেজ http://goo.gl/wVvyeL ▶  গ্রামীণফোন 2G ইন্টারনেট প্যাকেজ http://goo.gl/tJ6LAt ▶ গ্রামীণফোন সোশ্যাল প্যাক http://goo.gl/Xz3s3s ▶ Grameenphone এখন EasyNet এর ফ্রি Internet browsing! https://goo.gl/hLpURZ  ▶ গ্রামীণফোনে WhatsApp ম্যাসেজিং করুন ২.৪৪ টাকায় https://goo.gl/jvjbwp ▶ গ্রামীনফোন নতুন সিমে ৩জিবি ফ্রি ইন্টারনেট https://goo.gl/WpehBn ▶  গ্রামীণফোনে ২টাকায় ২০এমবি ভাইবার মেসেজিং http://goo.gl/HEIY65 ▶  গ্রামীণফোন ৩২MB ইন্টারনেট Scratch Card ৯টাকা https://goo.gl/mcaozg ▶ গ্রামীণফোন ১০০এমবি  ইন্টারনেট স্ক্র্যাচ কার্ড  ১৯টাকা https://goo.gl/6vYoZX  ▶গ্রামীণফোন ৩৫এমবি ইন্টারনেট স্ক্র্যাচ কার্ড ১০টাকা https://goo.gl/3iGAfw ▶  গ্রামীণফোন ইমার্জেন্সি  ব্যালান্স https://goo.gl/U1WVwf ▶   গ্রামীণফোন ইমার্জেন্সি ইন্টারনেট ব্যালান্স ১০ এমবি ইন্টারনেট http://goo.gl/N4Iso4 ▶  গ্রামীণফোন নতুন ৩ টি ভিডিও প্যাক youtube bongobd popcornlive http://goo.gl/geQ1B1  ▶  Grameenphone Smart-Mega Plan এ ৩০ দিনের জন্য ৩ জিবি ইন্টারনেট  ৬০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৬০০ টি SMS (জিপি-জিপি) এবং ৬০০ টি MMS. http://goo.gl/BnlqTB  ▶  Grameenphone Smart-Midi Plan এ ৩০ দিনের জন্য ১.৫ জিবি ইন্টারনেট  ৪০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৪০০ টি SMS (জিপি-জিপি) এবং ৪০০ টি MMS http://goo.gl/alfFi2",2017-09-29T09:54:13+0000,1,72,1,0,0,2
gp,1462711887139860_1471726146238434,Abdul Kadir Sobuj,2017-10-09T17:16:18+0000,0,0,0,0,0,0
gp,121148644629531_1458116827599366,"গ্রামীনফোন ইন্টারনেট সম্পর্কিত চলমান অফারসমূহ ( Tap / Click on ""Continue Reading"" or ""See More"" )  ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট ।https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU   ▶ এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৫ টাকায় 500MB Facebook! এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ২৬ এপ্রিল ২০১৭ থেকে GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶  গ্রামীণফোন কয়েকটি ইন্টারনেট প্যাকে ডাটা বাড়ানো হয়েছে https://goo.gl/tN5yEd ▶ গ্রামীণফোন ১.৫ জিবি ২২৯ টাকায় মেয়াদ ২৮দিন https://goo.gl/UqMchU ▶ গ্রামীণফোন অ্যাকশন প্যাক ১জিবি ১৯৯টাকা ও ২জিবি ২৯৯টাকা (ইন্টারনেট ফেসবুক ভিডিও ও জিপি মিউজিক ডাটা) https://goo.gl/UnJ7JM ▶ গ্রামীণফোন ৫০০এমবি ২৮দিন মেয়াদ ১৪৯টাকা  https://goo.gl/u2afx6 ▶ গ্রামীণফোন 1GB Video Pack ৪৯ টাকায় https://goo.gl/sooJZ0 ▶  গ্রামীণফোন 3G ইন্টারনেট প্যাকেজ http://goo.gl/wVvyeL ▶  গ্রামীণফোন 2G ইন্টারনেট প্যাকেজ http://goo.gl/tJ6LAt ▶ গ্রামীণফোন সোশ্যাল প্যাক http://goo.gl/Xz3s3s ▶ Grameenphone এখন EasyNet এর ফ্রি Internet browsing! https://goo.gl/hLpURZ  ▶ গ্রামীণফোনে WhatsApp ম্যাসেজিং করুন ২.৪৪ টাকায় https://goo.gl/jvjbwp ▶ গ্রামীনফোন নতুন সিমে ৩জিবি ফ্রি ইন্টারনেট https://goo.gl/WpehBn ▶  গ্রামীণফোনে ২টাকায় ২০এমবি ভাইবার মেসেজিং http://goo.gl/HEIY65 ▶  গ্রামীণফোন ৩২MB ইন্টারনেট Scratch Card ৯টাকা https://goo.gl/mcaozg ▶ গ্রামীণফোন ১০০এমবি  ইন্টারনেট স্ক্র্যাচ কার্ড  ১৯টাকা https://goo.gl/6vYoZX  ▶গ্রামীণফোন ৩৫এমবি ইন্টারনেট স্ক্র্যাচ কার্ড ১০টাকা https://goo.gl/3iGAfw ▶  গ্রামীণফোন ইমার্জেন্সি  ব্যালান্স https://goo.gl/U1WVwf ▶   গ্রামীণফোন ইমার্জেন্সি ইন্টারনেট ব্যালান্স ১০ এমবি ইন্টারনেট http://goo.gl/N4Iso4 ▶  গ্রামীণফোন নতুন ৩ টি ভিডিও প্যাক youtube bongobd popcornlive http://goo.gl/geQ1B1  ▶  Grameenphone Smart-Mega Plan এ ৩০ দিনের জন্য ৩ জিবি ইন্টারনেট  ৬০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৬০০ টি SMS (জিপি-জিপি) এবং ৬০০ টি MMS. http://goo.gl/BnlqTB  ▶  Grameenphone Smart-Midi Plan এ ৩০ দিনের জন্য ১.৫ জিবি ইন্টারনেট  ৪০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৪০০ টি SMS (জিপি-জিপি) এবং ৪০০ টি MMS http://goo.gl/alfFi2",2017-09-23T13:53:57+0000,3,125,1,0,0,0
gp,1458116827599366_1458127624264953,shathe meyad ta likhe dite ki Hugai jaata lage???,2017-09-23T14:09:38+0000,0,1,0,0,0,0
gp,1458116827599366_1458237187587330,kiser mb imo naki onno kiso miyad  koto din bolen,2017-09-23T16:45:40+0000,0,0,0,0,0,0
gp,1458116827599366_1458655997545449,১০০ এসএমএস কত টাকা আর এর কোড নাম্বার কি জানাবেন প্লিজ?,2017-09-24T04:13:41+0000,0,0,0,0,0,0
gp,121148644629531_1454866364591079,শীঘ্রই বাংলাদেশে আসছে বহুল প্রতীক্ষিত দ্রুতগতি সম্পন্ন 4G ইন্টারনেট! সকল গ্রামীণফোন গ্রাহক তাদের নম্বর পরিবর্তন ছাড়াই যেকোনো গ্রামীণফোন সেন্টার থেকে 4G সিম নিতে পারবেন https://goo.gl/wesaJj,2017-09-19T18:39:21+0000,16,213,1,2,0,1
gp,1454866364591079_1454870994590616,kokhon theke 4g suru hobe...?,2017-09-19T18:46:28+0000,0,0,0,0,0,0
gp,1454866364591079_1454872434590472,3G to 4G sim replace fee?,2017-09-19T18:48:57+0000,0,0,0,0,0,0
gp,1454866364591079_1454888714588844,টু জি আপ ডাউন করে। আবার নাকি ফোর জি 😜😜😜 দরকার নাই ভাউ আপনারা 3জি এর নেটওয়ার্কটা ঠিক করেন। আল্লাহ্ দোহাই লাগে😒😒😒,2017-09-19T19:08:32+0000,0,5,0,1,0,0
gp,1454866364591079_1454889511255431,টেকা কতো,2017-09-19T19:10:01+0000,0,0,0,0,0,0
gp,1454866364591079_1454911904586525,vai re age 3g tik korek tar pore 4g,2017-09-19T19:50:04+0000,0,1,0,0,0,0
gp,1454866364591079_1454953661249016,টু জি আপ ডাউন করে। আবার নাকি ফোর জি 😜😜😜 দরকার নাই ভাউ আপনারা 3জি এর নেটওয়ার্কটা ঠিক করেন। আল্লাহ্ দোহাই লাগে😒😒😒,2017-09-19T20:56:41+0000,0,2,0,0,0,0
gp,1454866364591079_1454979917913057,৩জি পায়না আবার ৪জি মীরাক্কেলের কৌতুক।,2017-09-19T21:43:11+0000,0,1,0,0,0,0
gp,1454866364591079_1455061167904932,শালারা 3জি ঠিক মত দিতে পারিস না   অাবার 4জি নিয়ে লাফালাফি করতেছিস!! তোদের লাইসেন্সই বাতিল করা উচিত,2017-09-20T00:19:48+0000,0,1,0,0,0,0
gp,1454866364591079_1455116084566107,Vautabaji,2017-09-20T01:57:32+0000,0,0,0,0,0,0
gp,1454866364591079_1455219194555796,চট্রগ্রামে নেট থাকে না আবার ৪জি।চিটিং,2017-09-20T05:11:54+0000,0,0,0,0,0,0
gp,1454866364591079_1455285597882489,আমার শালা জিপি আগে ইন্টারনেট এর দাম কমা। ৫০ পয়সায় কেনা এক জিবি বিক্রি করছিস ১০০-২৫০ টাকায়। মানুষের কথা টা ও চিন্তা কর,2017-09-20T07:31:43+0000,0,2,0,0,0,0
gp,1454866364591079_1455524297858619,হারামজাদাদের নেট ২ জি ই পায় না ঘরে আবার ৪ জি জুতা মার শালাদের নেটওয়ার্ক এ,2017-09-20T14:08:17+0000,0,0,0,0,0,0
gp,1454866364591079_1456559781088404,bhai lojjabodh korena egula advertisement korte?2g theke 3g e coverage dite paren na abar eisob 4g 4g shuru korsen?,2017-09-21T17:01:25+0000,0,0,0,0,0,0
gp,1454866364591079_1458026374275078,I have use 4g aim but network show 2g. But why?,2017-09-23T11:32:25+0000,0,0,0,0,0,0
gp,1454866364591079_1458026774275038,Pls advised  me,2017-09-23T11:32:59+0000,0,0,0,0,0,0
gp,1454866364591079_1465803616830687,grameenphone er 2g net e pai na sob jagay ar 4g korbo sim.4g korle kono net e pabo na....,2017-10-03T01:30:54+0000,0,0,0,0,0,0
gp,121148644629531_1454106144667101,▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট ।https://goo.gl/g1mXU8 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU  ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5,2017-09-19T03:13:00+0000,2,104,0,0,0,3
